Utg9672	CM046022.1	76.887	1060	215	25	2130019	2131062	72917	73962	1.56e-159	573
Utg9672	CM046022.1	76.887	1060	215	26	2988830	2989873	72917	73962	1.56e-159	573
Utg9672	CM046022.1	76.887	1060	215	26	1213426	1214469	73962	72917	1.56e-159	573
Utg9672	CM046021.1	81.699	153	26	2	1951726	1951877	23717	23868	5.26e-25	126
Utg9672	CM046021.1	81.699	153	26	2	2126378	2126529	23717	23868	5.26e-25	126
Utg9672	CM046021.1	81.699	153	26	2	2985186	2985337	23717	23868	5.26e-25	126
Utg9672	CM046021.1	81.699	153	26	2	1217669	1217820	23868	23717	5.26e-25	126
Utg9672	CM046021.1	81.699	153	26	2	916777	916928	23868	23717	5.26e-25	126
Utg9672	CM046021.1	81.457	151	28	0	912924	913074	30314	30464	1.89e-24	124
Utg9672	CM046021.1	81.457	151	28	0	1214134	1214284	30314	30464	1.89e-24	124
Utg9672	CM046021.1	81.457	151	28	0	2989015	2989165	30464	30314	1.89e-24	124
Utg9672	CM046021.1	81.457	151	28	0	2130204	2130354	30464	30314	1.89e-24	124
Utg9672	CM046021.1	81.457	151	28	0	1955265	1955415	30464	30314	1.89e-24	124
Utg9674	JANSVD010000005.1	96.300	36809	1001	143	73231	109879	433694	397087	0.0	60094
Utg9674	JANSVD010000005.1	95.452	18888	505	125	38356	57047	474220	455491	0.0	29794
Utg9674	JANSVD010000005.1	95.549	18063	477	115	10974	28829	501171	483229	0.0	28600
Utg9674	JANSVD010000005.1	95.587	14616	460	76	121885	136423	391907	377400	0.0	23246
Utg9674	JANSVD010000005.1	96.457	13773	294	77	170183	183870	334184	320521	0.0	22552
Utg9674	JANSVD010000005.1	95.330	14240	441	85	148156	162332	362162	348084	0.0	22406
Utg9674	JANSVD010000005.1	94.304	13536	489	124	59451	72837	446986	433584	0.0	20465
Utg9674	JANSVD010000005.1	93.981	11231	425	113	1	11073	512239	501102	0.0	16763
Utg9674	JANSVD010000005.1	95.754	9467	273	44	138168	147544	371587	362160	0.0	15136
Utg9674	JANSVD010000005.1	96.227	8827	257	22	208119	216913	316085	307303	0.0	14386
Utg9674	JANSVD010000005.1	95.436	4601	129	34	165597	170181	344816	340281	0.0	7258
Utg9674	JANSVD010000005.1	94.040	4597	191	34	110566	115124	397085	392534	0.0	6894
Utg9674	JANSVD010000005.1	95.253	4297	123	27	203799	208063	320343	316096	0.0	6730
Utg9674	JANSVD010000005.1	96.224	2675	80	13	162909	165575	347472	344811	0.0	4361
Utg9674	JANSVD010000005.1	97.498	2478	58	3	33305	35780	477944	480419	0.0	4229
Utg9674	JANSVD010000005.1	95.069	1744	76	6	57071	58809	455501	453763	0.0	2736
Utg9674	JANSVD010000005.1	95.195	874	27	4	137475	138333	372360	371487	0.0	1367
Utg9674	JANSVD010000005.1	95.366	820	26	7	136442	137260	377411	376603	0.0	1293
Utg9674	JANSVD010000005.1	94.691	810	38	3	35724	36528	482329	483138	0.0	1253
Utg9674	JANSVD010000005.1	95.063	709	33	2	160725	161431	340971	340263	0.0	1114
Utg9674	JANSVD010000005.1	93.131	757	35	4	36132	36878	480450	481199	0.0	1094
Utg9674	JANSVD010000005.1	88.752	809	72	14	192631	193434	568301	567507	0.0	972
Utg9674	JANSVD010000005.1	90.650	738	55	8	169496	170222	349675	348941	0.0	968
Utg9674	JANSVD010000005.1	91.743	545	43	2	120178	120721	4775	4232	0.0	756
Utg9674	JANSVD010000005.1	87.593	669	35	20	120720	121371	392543	391906	0.0	732
Utg9674	JANSVD010000005.1	96.466	283	8	2	175338	175620	1228292	1228012	1.22e-128	466
Utg9674	JANSVD010000005.1	87.595	395	12	5	162397	162768	348091	347711	7.48e-116	424
Utg9674	JANSVD010000005.1	98.305	236	4	0	217118	217353	307311	307076	4.50e-113	414
Utg9674	JANSVD010000005.1	81.007	437	70	10	115125	115558	7227	6801	3.60e-89	335
Utg9674	JANSVD010000005.1	93.953	215	2	4	28956	29169	482936	482732	4.69e-83	315
Utg9674	JANSVD010000005.1	88.679	212	18	5	28956	29164	480658	480450	1.04e-64	254
Utg9674	JANSVD010000005.1	90.244	164	14	2	120550	120712	7057	7219	1.76e-52	213
Utg9674	JANSVD010000005.1	84.685	222	13	9	29428	29641	481381	481173	3.81e-49	202
Utg9674	JANSVD010000005.1	89.189	148	14	2	115133	115279	4241	4387	1.38e-43	183
Utg9674	JANSVD010000005.1	85.955	178	18	7	36856	37028	475420	475245	1.38e-43	183
Utg9674	JANSVD010000005.1	90.909	132	10	2	33194	33323	477944	478075	2.31e-41	176
Utg9674	JANSVD010000005.1	94.737	114	3	2	37761	37871	474723	474610	8.31e-41	174
Utg9674	JANSVD010000005.1	90.000	130	11	2	33083	33210	477944	478073	1.39e-38	167
Utg9674	JANSVD010000005.1	84.314	153	18	1	147544	147696	1001226	1001080	6.52e-32	145
Utg9674	JANSVD010000005.1	83.333	150	9	6	29440	29582	475264	475404	8.49e-26	124
Utg9674	JANSVD010000005.1	92.208	77	6	0	28881	28957	483153	483077	2.38e-21	110
Utg9674	JANSVD010000005.1	89.610	77	5	2	56539	56615	455924	455851	6.66e-17	95.3
Utg9674	JANSVD010000005.1	83.158	95	13	3	29851	29943	474493	474586	1.44e-13	84.2
Utg9674	JANSVD010000005.1	95.652	46	0	2	29637	29680	82038	81993	3.12e-10	73.1
Utg9674	JANSVD010000005.1	100.000	39	0	0	161426	161464	334184	334146	3.12e-10	73.1
Utg9674	JANSVD010000005.1	90.196	51	3	2	201302	201351	447037	446988	5.22e-08	65.8
Utg9674	JANSVD010000005.1	100.000	35	0	0	193396	193430	568264	568298	5.22e-08	65.8
Utg9674	JANSVD010000005.1	100.000	33	0	0	148126	148158	1001196	1001228	6.75e-07	62.1
Utg9674	JANSVD010000005.1	100.000	28	0	0	137436	137463	453207	453234	4.06e-04	52.8
Utg9674	JANSVD010000001.1	97.336	1126	30	0	202629	203754	1543460	1542335	0.0	1914
Utg9674	JANSVD010000001.1	97.333	1125	30	0	202630	203754	1035751	1034627	0.0	1912
Utg9674	JANSVD010000001.1	97.333	1125	30	0	202630	203754	1698777	1697653	0.0	1912
Utg9674	JANSVD010000001.1	97.896	903	18	1	202853	203754	1499609	1498707	0.0	1561
Utg9674	JANSVD010000001.1	95.492	843	38	0	201352	202194	1450798	1451640	0.0	1347
Utg9674	JANSVD010000001.1	87.448	725	71	11	192721	193440	1708966	1708257	0.0	817
Utg9674	JANSVD010000001.1	91.606	548	44	2	120175	120721	1462473	1463019	0.0	756
Utg9674	JANSVD010000001.1	91.728	544	43	2	120178	120720	1178265	1177723	0.0	754
Utg9674	JANSVD010000001.1	83.548	699	93	15	193783	194462	2231490	2232185	3.17e-179	634
Utg9674	JANSVD010000001.1	86.515	571	60	12	192867	193433	1043523	1044080	1.49e-172	612
Utg9674	JANSVD010000001.1	75.496	1008	214	30	189382	190372	2236816	2237807	1.58e-127	462
Utg9674	JANSVD010000001.1	95.851	241	10	0	193545	193785	1450568	1450808	7.58e-106	390
Utg9674	JANSVD010000001.1	94.828	232	12	0	193537	193768	1155405	1155174	1.65e-97	363
Utg9674	JANSVD010000001.1	80.876	434	72	8	115124	115555	1460023	1460447	4.66e-88	331
Utg9674	JANSVD010000001.1	80.505	436	74	8	115125	115558	1180717	1180291	7.80e-86	324
Utg9674	JANSVD010000001.1	95.122	205	9	1	147544	147747	1342762	1342558	2.81e-85	322
Utg9674	JANSVD010000001.1	93.810	210	12	1	193233	193441	1706190	1706399	4.69e-83	315
Utg9674	JANSVD010000001.1	96.237	186	7	0	202011	202196	1143455	1143640	2.83e-80	305
Utg9674	JANSVD010000001.1	93.237	207	14	0	202630	202836	1499801	1499595	2.83e-80	305
Utg9674	JANSVD010000001.1	78.020	505	73	20	194104	194597	1362764	1363241	1.32e-73	283
Utg9674	JANSVD010000001.1	95.294	170	8	0	216913	217082	1661828	1661997	1.03e-69	270
Utg9674	JANSVD010000001.1	72.291	895	215	30	189382	190259	1366925	1367803	4.83e-63	248
Utg9674	JANSVD010000001.1	94.231	156	9	0	216927	217082	1666749	1666594	2.91e-60	239
Utg9674	JANSVD010000001.1	84.064	251	22	8	194117	194363	2243737	2243973	2.26e-56	226
Utg9674	JANSVD010000001.1	91.515	165	10	3	120550	120712	1180547	1180709	8.14e-56	224
Utg9674	JANSVD010000001.1	91.515	165	10	3	120550	120712	1460194	1460032	8.14e-56	224
Utg9674	JANSVD010000001.1	96.000	125	5	0	147623	147747	1450567	1450443	1.06e-49	204
Utg9674	JANSVD010000001.1	88.667	150	15	2	192634	192782	1706019	1706167	4.97e-43	182
Utg9674	JANSVD010000001.1	87.162	148	17	2	115133	115279	1177731	1177877	1.39e-38	167
Utg9674	JANSVD010000001.1	86.093	151	19	2	115133	115282	1463010	1462861	6.47e-37	161
Utg9674	JANSVD010000001.1	86.486	148	16	4	110097	110242	1170527	1170672	2.33e-36	159
Utg9674	JANSVD010000001.1	92.941	85	4	1	147544	147626	1451718	1451634	3.05e-25	122
Utg9674	JANSVD010000001.1	100.000	60	0	0	29724	29783	1318623	1318564	6.61e-22	111
Utg9674	JANSVD010000001.1	93.939	66	4	0	147665	147730	1332470	1332535	1.43e-18	100
Utg9674	JANSVD010000001.1	96.721	61	1	1	217060	217119	1666704	1666764	1.43e-18	100
Utg9674	JANSVD010000001.1	97.826	46	0	1	217060	217104	1661887	1661842	6.71e-12	78.7
Utg9674	JANSVD010000001.1	73.756	221	47	10	93044	93257	16230	16014	2.41e-11	76.8
Utg9674	JANSVD010000001.1	95.652	46	0	2	29637	29680	1318655	1318610	3.12e-10	73.1
Utg9674	JANSVD010000001.1	100.000	35	0	0	216914	216948	1045605	1045639	5.22e-08	65.8
Utg9674	JANSVD010000001.1	97.436	39	0	1	148124	148161	1342730	1342768	5.22e-08	65.8
Utg9674	JANSVD010000001.1	97.436	39	0	1	148124	148161	1451686	1451724	5.22e-08	65.8
Utg9674	JANSVD010000001.1	97.368	38	1	0	193395	193432	1706054	1706017	5.22e-08	65.8
Utg9674	JANSVD010000001.1	97.297	37	1	0	137433	137469	1055173	1055137	1.88e-07	63.9
Utg9674	JANSVD010000001.1	97.297	37	1	0	137433	137469	1091098	1091134	1.88e-07	63.9
Utg9674	JANSVD010000001.1	100.000	33	0	0	137433	137465	1268562	1268594	6.75e-07	62.1
Utg9674	JANSVD010000001.1	100.000	33	0	0	137433	137465	1564568	1564600	6.75e-07	62.1
Utg9674	JANSVD010000001.1	100.000	32	0	0	137433	137464	1182130	1182161	2.43e-06	60.2
Utg9674	JANSVD010000001.1	100.000	32	0	0	137433	137464	1197696	1197665	2.43e-06	60.2
Utg9674	JANSVD010000001.1	100.000	32	0	0	137433	137464	1429332	1429363	2.43e-06	60.2
Utg9674	JANSVD010000001.1	100.000	32	0	0	137433	137464	1512922	1512891	2.43e-06	60.2
Utg9674	JANSVD010000001.1	100.000	32	0	0	137433	137464	1519776	1519807	2.43e-06	60.2
Utg9674	JANSVD010000001.1	100.000	32	0	0	137433	137464	2249039	2249008	2.43e-06	60.2
Utg9674	JANSVD010000001.1	100.000	31	0	0	137433	137463	1342481	1342511	8.74e-06	58.4
Utg9674	JANSVD010000001.1	100.000	31	0	0	137433	137463	1450366	1450396	8.74e-06	58.4
Utg9674	JANSVD010000001.1	100.000	29	0	0	137433	137461	1199089	1199117	1.13e-04	54.7
Utg9674	JANSVD010000001.1	100.000	29	0	0	137433	137461	1566292	1566264	1.13e-04	54.7
Utg9674	JANSVD010000001.1	100.000	28	0	0	137433	137460	1304272	1304299	4.06e-04	52.8
Utg9674	JANSVD010000006.1	91.228	1083	51	18	30330	31407	275946	276989	0.0	1434
Utg9674	JANSVD010000006.1	75.153	1630	327	53	33444	35053	282906	281335	0.0	695
Utg9674	JANSVD010000006.1	83.919	541	49	19	30330	30867	278664	279169	1.22e-133	483
Utg9674	JANSVD010000006.1	89.160	369	32	5	36132	36494	277847	277481	9.54e-125	453
Utg9674	JANSVD010000006.1	86.721	369	36	8	36132	36494	280557	280196	4.53e-108	398
Utg9674	JANSVD010000006.1	82.407	324	51	6	35478	35798	280955	280635	6.16e-72	278
Utg9674	JANSVD010000006.1	88.235	204	14	3	28962	29164	277653	277847	3.76e-59	235
Utg9674	JANSVD010000006.1	79.803	203	35	6	35599	35798	278124	277925	2.34e-31	143
Utg9674	JANSVD010000006.1	90.000	50	5	0	36915	36964	285201	285250	5.22e-08	65.8
Utg9674	JANSVD010000011.1	94.249	852	48	1	201352	202202	937593	936742	0.0	1301
Utg9674	JANSVD010000011.1	92.278	518	19	10	147602	148100	841514	842029	0.0	715
Utg9674	JANSVD010000011.1	93.496	246	16	0	193540	193785	937828	937583	1.28e-98	366
Utg9674	JANSVD010000011.1	95.266	169	8	0	216914	217082	773395	773227	3.71e-69	268
Utg9674	JANSVD010000011.1	85.714	154	16	1	147544	147697	867087	867234	8.37e-36	158
Utg9674	JANSVD010000011.1	98.305	59	1	0	148098	148156	842049	842107	1.11e-19	104
Utg9674	JANSVD010000011.1	97.826	46	0	1	217060	217104	773337	773382	6.71e-12	78.7
Utg9674	JANSVD010000011.1	100.000	34	0	0	147543	147576	842108	842075	1.88e-07	63.9
Utg9674	JANSVD010000011.1	100.000	33	0	0	148126	148158	867117	867085	6.75e-07	62.1
Utg9674	JANSVD010000002.1	94.208	846	46	3	201352	202196	102297	101454	0.0	1288
Utg9674	JANSVD010000002.1	79.107	1747	341	15	163529	165272	1191475	1189750	0.0	1182
Utg9674	JANSVD010000002.1	95.269	613	29	0	147544	148156	367022	366410	0.0	972
Utg9674	JANSVD010000002.1	93.854	602	34	3	147533	148132	100798	101398	0.0	904
Utg9674	JANSVD010000002.1	88.007	592	59	8	192843	193433	998247	997667	0.0	689
Utg9674	JANSVD010000002.1	88.036	560	53	5	192865	193423	1725464	1724918	0.0	651
Utg9674	JANSVD010000002.1	88.087	554	52	5	192865	193417	26863	27403	0.0	645
Utg9674	JANSVD010000002.1	83.183	553	75	11	192634	193184	114438	113902	7.27e-136	490
Utg9674	JANSVD010000002.1	74.585	1023	228	28	189381	190388	67702	68707	9.67e-115	420
Utg9674	JANSVD010000002.1	95.726	234	10	0	193551	193784	102521	102288	5.90e-102	377
Utg9674	JANSVD010000002.1	94.059	202	11	1	201994	202195	104141	104341	2.83e-80	305
Utg9674	JANSVD010000002.1	76.010	396	69	14	194032	194419	66098	66475	4.97e-43	182
Utg9674	JANSVD010000002.1	91.667	48	2	2	147531	147576	366395	366442	5.22e-08	65.8
Utg9674	JANSVD010000002.1	100.000	35	0	0	148124	148158	366990	367024	5.22e-08	65.8
Utg9674	JANSVD010000002.1	93.333	45	2	1	193396	193439	856932	856888	5.22e-08	65.8
Utg9674	JANSVD010000002.1	100.000	35	0	0	193396	193430	998397	998431	5.22e-08	65.8
Utg9674	JANSVD010000002.1	100.000	33	0	0	148124	148156	100843	100811	6.75e-07	62.1
Utg9674	JANSVD010000002.1	100.000	31	0	0	137433	137463	691536	691506	8.74e-06	58.4
Utg9674	JANSVD010000002.1	96.970	33	1	0	147538	147570	101443	101411	3.14e-05	56.5
Utg9674	JANSVD010000002.1	96.875	32	1	0	137433	137464	55332	55363	1.13e-04	54.7
Utg9674	JANSVD010000002.1	100.000	29	0	0	201323	201351	74454	74482	1.13e-04	54.7
Utg9674	JANSVD010000010.1	89.767	860	67	5	115124	115964	630301	631158	0.0	1081
Utg9674	JANSVD010000010.1	95.266	169	8	0	216914	217082	351638	351806	3.71e-69	268
Utg9674	JANSVD010000010.1	94.231	156	9	0	216927	217082	356555	356400	2.91e-60	239
Utg9674	JANSVD010000010.1	79.167	312	47	10	194265	194576	487974	488267	1.37e-48	200
Utg9674	JANSVD010000010.1	73.697	422	85	19	189853	190268	412452	412051	8.43e-31	141
Utg9674	JANSVD010000010.1	97.826	46	0	1	217060	217104	351696	351651	6.71e-12	78.7
Utg9674	JANSVD010000010.1	90.196	51	3	2	201302	201351	492827	492876	5.22e-08	65.8
Utg9674	JANSVD010000010.1	100.000	33	0	0	137433	137465	848808	848776	6.75e-07	62.1
Utg9674	JANSVD010000004.1	87.125	800	85	11	192634	193430	1302456	1301672	0.0	891
Utg9674	JANSVD010000004.1	87.190	765	83	6	192686	193447	785733	784981	0.0	856
Utg9674	JANSVD010000004.1	93.145	248	17	0	147907	148154	1300356	1300109	4.60e-98	364
Utg9674	JANSVD010000004.1	85.577	104	7	6	37695	37798	300038	300133	3.98e-19	102
Utg9674	JANSVD010000004.1	95.652	46	0	2	29637	29680	16928	16883	3.12e-10	73.1
Utg9674	JANSVD010000004.1	95.652	46	0	2	29637	29680	1141501	1141546	3.12e-10	73.1
Utg9674	JANSVD010000004.1	93.478	46	1	2	29637	29680	303361	303316	1.45e-08	67.6
Utg9674	JANSVD010000004.1	100.000	35	0	0	193396	193430	1302422	1302456	5.22e-08	65.8
Utg9674	JANSVD010000004.1	100.000	31	0	0	137433	137463	1276406	1276376	8.74e-06	58.4
Utg9674	JANSVD010000004.1	100.000	31	0	0	137433	137463	1291485	1291515	8.74e-06	58.4
Utg9674	JANSVD010000004.1	96.875	32	1	0	147543	147574	1300106	1300137	1.13e-04	54.7
Utg9674	JANSVD010000004.1	100.000	29	0	0	137433	137461	1300401	1300429	1.13e-04	54.7
Utg9674	JANSVD010000003.1	92.379	538	39	2	120184	120720	8429	7893	0.0	765
Utg9674	JANSVD010000003.1	92.484	479	34	2	169017	169493	1299946	1299468	0.0	684
Utg9674	JANSVD010000003.1	88.787	544	57	3	120178	120720	1395900	1395360	0.0	664
Utg9674	JANSVD010000003.1	86.195	594	66	8	192840	193429	132795	133376	1.48e-177	628
Utg9674	JANSVD010000003.1	81.038	443	71	10	115119	115558	1398341	1397909	7.75e-91	340
Utg9674	JANSVD010000003.1	81.007	437	70	10	115125	115558	10883	10457	3.60e-89	335
Utg9674	JANSVD010000003.1	95.266	169	8	0	216914	217082	1388954	1389122	3.71e-69	268
Utg9674	JANSVD010000003.1	94.083	169	10	0	216914	217082	1232717	1232549	8.02e-66	257
Utg9674	JANSVD010000003.1	94.872	156	8	0	216927	217082	1393871	1393716	6.25e-62	244
Utg9674	JANSVD010000003.1	96.403	139	5	0	216927	217065	1229869	1230007	1.75e-57	230
Utg9674	JANSVD010000003.1	90.244	164	14	2	120550	120712	1398165	1398327	1.76e-52	213
Utg9674	JANSVD010000003.1	92.568	148	9	2	115133	115279	1395368	1395514	6.34e-52	211
Utg9674	JANSVD010000003.1	89.634	164	15	2	120550	120712	10713	10875	8.20e-51	207
Utg9674	JANSVD010000003.1	91.216	148	11	2	115133	115279	7901	8047	1.37e-48	200
Utg9674	JANSVD010000003.1	84.699	183	9	4	168884	169066	1271767	1271604	5.00e-38	165
Utg9674	JANSVD010000003.1	95.890	73	3	0	202116	202188	1208171	1208099	3.95e-24	119
Utg9674	JANSVD010000003.1	86.792	106	5	6	37694	37798	855054	854957	2.38e-21	110
Utg9674	JANSVD010000003.1	96.923	65	2	0	193545	193609	1137667	1137603	2.38e-21	110
Utg9674	JANSVD010000003.1	98.333	60	0	1	217060	217118	1229914	1229855	1.11e-19	104
Utg9674	JANSVD010000003.1	98.305	59	0	1	217060	217117	1393826	1393884	3.98e-19	102
Utg9674	JANSVD010000003.1	97.826	46	0	1	217060	217104	1389012	1388967	6.71e-12	78.7
Utg9674	JANSVD010000003.1	100.000	35	0	0	137433	137467	1264036	1264070	5.22e-08	65.8
Utg9674	JANSVD010000003.1	100.000	33	0	0	137433	137465	1115601	1115633	6.75e-07	62.1
Utg9674	JANSVD010000003.1	100.000	33	0	0	137433	137465	1216763	1216795	6.75e-07	62.1
Utg9674	JANSVD010000003.1	100.000	32	0	0	137433	137464	1197546	1197515	2.43e-06	60.2
Utg9674	JANSVD010000003.1	100.000	32	0	0	137433	137464	1278059	1278028	2.43e-06	60.2
Utg9674	JANSVD010000003.1	100.000	31	0	0	137433	137463	1242126	1242096	8.74e-06	58.4
Utg9674	JANSVD010000003.1	100.000	31	0	0	137433	137463	1271569	1271599	8.74e-06	58.4
Utg9674	JANSVD010000003.1	100.000	31	0	0	137433	137463	1382333	1382363	8.74e-06	58.4
Utg9674	JANSVD010000003.1	100.000	30	0	0	137433	137462	1272054	1272025	3.14e-05	56.5
Utg9674	JANSVD010000003.1	100.000	29	0	0	137433	137461	701334	701306	1.13e-04	54.7
Utg9674	JANSVD010000008.1	87.866	478	47	5	168994	169461	982781	982305	3.29e-154	551
Utg9674	JANSVD010000008.1	77.518	556	56	35	37541	38050	853929	853397	1.03e-69	270
Utg9674	JANSVD010000008.1	76.786	280	23	20	37541	37798	855912	855653	3.95e-24	119
Utg9674	JANSVD010000008.1	89.474	95	6	3	37722	37813	363680	363773	1.42e-23	117
Utg9674	JANSVD010000008.1	91.667	72	5	1	38153	38223	853206	853135	5.15e-18	99.0
Utg9674	JANSVD010000008.1	95.122	41	1	1	29972	30011	325738	325698	1.88e-07	63.9
Utg9674	JANSVD010000009.1	88.214	280	33	0	147877	148156	754974	755253	3.60e-89	335
Utg9674	JANSVD010000009.1	90.598	117	11	0	147538	147654	747461	747577	3.01e-35	156
Utg9674	JANSVD010000009.1	84.884	86	13	0	73159	73244	752742	752827	1.11e-14	87.9
Utg9674	JANSVD010000009.1	100.000	33	0	0	147542	147574	755255	755223	6.75e-07	62.1
Utg9674	JANSVD010000009.1	100.000	32	0	0	137433	137464	131362	131331	2.43e-06	60.2
Utg9674	JANSVD010000009.1	100.000	31	0	0	137433	137463	26534	26564	8.74e-06	58.4
Utg9674	JANSVD010000012.1	86.486	148	16	4	110097	110242	157141	157286	2.33e-36	159
Utg9674	JANSVD010000012.1	100.000	32	0	0	137433	137464	28561	28592	2.43e-06	60.2
Utg9674	JANSVD010000012.1	100.000	32	0	0	137433	137464	90510	90479	2.43e-06	60.2
Utg9674	JANSVD010000012.1	100.000	32	0	0	137433	137464	124520	124489	2.43e-06	60.2
Utg9674	JANSVD010000007.1	100.000	31	0	0	137433	137463	53884	53854	8.74e-06	58.4
Utg9676	JANSVD010000003.1	98.085	108405	1713	140	1340392	1448617	325344	433564	0.0	1.884e+05
Utg9676	JANSVD010000003.1	96.643	56296	1295	244	1451970	1508015	447843	503793	0.0	92939
Utg9676	JANSVD010000003.1	98.415	39181	459	68	1036173	1075284	16281	55368	0.0	68764
Utg9676	JANSVD010000003.1	96.743	40002	1004	111	2068232	2108075	1065150	1105010	0.0	66375
Utg9676	JANSVD010000003.1	97.122	34538	814	68	1261756	1296194	252539	286995	0.0	58107
Utg9676	JANSVD010000003.1	96.936	33946	811	85	1568425	1602295	546741	580532	0.0	56713
Utg9676	JANSVD010000003.1	96.469	29766	709	137	1075329	1104941	55379	84955	0.0	48830
Utg9676	JANSVD010000003.1	95.688	29060	984	104	1224642	1253587	213842	242746	0.0	46473
Utg9676	JANSVD010000003.1	96.486	26634	671	111	1779142	1805606	776690	803227	0.0	43753
Utg9676	JANSVD010000003.1	95.117	27588	912	183	1869223	1896601	856007	883368	0.0	43081
Utg9676	JANSVD010000003.1	97.367	25107	467	86	1622615	1647629	600729	625733	0.0	42523
Utg9676	JANSVD010000003.1	96.670	24112	656	58	1998138	2022182	971549	995580	0.0	39942
Utg9676	JANSVD010000003.1	97.124	23016	535	45	1833606	1856580	825319	848248	0.0	38717
Utg9676	JANSVD010000003.1	95.972	22022	632	91	1926381	1948264	908095	929999	0.0	35517
Utg9676	JANSVD010000003.1	95.652	21733	619	124	1543419	1564989	525484	547052	0.0	34598
Utg9676	JANSVD010000003.1	96.144	21135	549	92	2040389	2061389	1020294	1041296	0.0	34269
Utg9676	JANSVD010000003.1	97.256	19678	458	31	1602954	1622582	581087	600731	0.0	33272
Utg9676	JANSVD010000003.1	94.714	21264	790	130	1515501	1536588	503789	524894	0.0	32732
Utg9676	JANSVD010000003.1	96.084	19765	608	99	1647863	1667528	625966	645663	0.0	32058
Utg9676	JANSVD010000003.1	96.231	18575	499	76	2022393	2040888	995738	1014190	0.0	30238
Utg9676	JANSVD010000003.1	94.856	19325	777	106	1197818	1217035	191513	210727	0.0	29979
Utg9676	JANSVD010000003.1	95.722	17625	502	86	1743896	1761376	736915	754431	0.0	28138
Utg9676	JANSVD010000003.1	97.098	15266	336	57	1300190	1315440	292607	307780	0.0	25638
Utg9676	JANSVD010000003.1	97.460	15041	318	32	1690155	1705166	666715	681720	0.0	25601
Utg9676	JANSVD010000003.1	96.259	15129	403	60	1763856	1778910	757376	772415	0.0	24652
Utg9676	JANSVD010000003.1	95.676	15309	492	79	1953393	1968643	931570	946766	0.0	24447
Utg9676	JANSVD010000003.1	97.778	13188	258	16	1171272	1184448	160687	173850	0.0	22698
Utg9676	JANSVD010000003.1	96.429	13105	334	54	1814267	1827260	812071	825152	0.0	21485
Utg9676	JANSVD010000003.1	97.170	12226	270	28	1709358	1721549	689114	701297	0.0	20591
Utg9676	JANSVD010000003.1	96.011	12333	403	35	1980253	1992541	957504	969791	0.0	19967
Utg9676	JANSVD010000003.1	96.471	11278	226	96	1667915	1679080	646104	657321	0.0	18463
Utg9676	JANSVD010000003.1	96.273	11135	312	41	1914349	1925439	896791	907866	0.0	18168
Utg9676	JANSVD010000003.1	96.549	10867	266	44	1726827	1737624	715888	726714	0.0	17889
Utg9676	JANSVD010000003.1	97.129	8918	177	33	1318333	1327211	307814	316691	0.0	14977
Utg9676	JANSVD010000003.1	96.724	8853	229	31	1107226	1116059	87550	96360	0.0	14685
Utg9676	JANSVD010000003.1	96.497	8735	237	29	1156975	1165683	142384	151075	0.0	14371
Utg9676	JANSVD010000003.1	97.195	8235	182	20	1135536	1143749	115216	123422	0.0	13882
