,0,1,2,3,4,5,6,7,8,9,10,11
181,contig_111,JANSVD010000003.1,87.226,501,59,5,274129,274628,1435134,1435630,1.63e-158,566
182,contig_111,JANSVD010000003.1,86.550,513,62,6,274118,274628,1435633,1436140,2.73e-156,558
183,contig_111,JANSVD010000003.1,85.849,530,68,6,274119,274646,1434444,1434968,9.82e-156,556
184,contig_111,JANSVD010000003.1,86.733,505,61,5,274144,274646,1435488,1435988,9.82e-156,556
185,contig_111,JANSVD010000003.1,83.986,587,42,25,273533,274101,5397,4845,1.67e-143,516
186,contig_111,JANSVD010000003.1,85.458,502,66,6,274129,274628,1434794,1435290,1.67e-143,516
187,contig_111,JANSVD010000003.1,83.844,588,41,29,273533,274101,1431354,1431906,7.76e-142,510
188,contig_111,JANSVD010000003.1,87.619,420,47,1,5659,6078,658799,658385,1.69e-133,483
189,contig_111,JANSVD010000003.1,87.799,418,42,9,215849,216262,1126379,1125967,6.08e-133,481
190,contig_111,JANSVD010000003.1,85.167,418,36,17,270839,271239,1428107,1428515,3.76e-110,405
191,contig_111,JANSVD010000003.1,86.436,376,42,9,274118,274488,1435973,1436344,1.35e-109,403
192,contig_111,JANSVD010000003.1,87.619,315,36,2,274315,274628,1434468,1434780,2.30e-97,363
193,contig_111,JANSVD010000003.1,94.907,216,8,2,216049,216263,1247337,1247550,5.01e-89,335
194,contig_111,JANSVD010000003.1,81.905,420,44,18,271289,271700,1428711,1429106,3.02e-86,326
195,contig_111,JANSVD010000003.1,89.401,217,19,2,274789,275003,1387545,1387331,1.43e-69,270
196,contig_111,JANSVD010000003.1,88.177,203,20,3,274118,274317,1436143,1436344,4.04e-60,239
197,contig_111,JANSVD010000003.1,89.510,143,15,0,274486,274628,1434468,1434610,6.91e-43,182
198,contig_111,JANSVD010000003.1,80.093,216,35,8,215849,216060,1197300,1197511,1.51e-34,154
199,contig_111,JANSVD010000003.1,90.090,111,4,5,279026,279129,1438422,1438532,1.52e-29,137
200,contig_111,JANSVD010000003.1,76.375,309,38,27,271103,271388,7065,6769,1.96e-28,134
201,contig_111,JANSVD010000003.1,75.000,328,43,25,273219,273527,1431007,1431314,7.10e-23,115
202,contig_111,JANSVD010000003.1,93.243,74,1,2,274704,274776,1436463,1436533,4.28e-20,106
203,contig_111,JANSVD010000003.1,93.939,66,3,1,271187,271251,11008,10943,7.16e-18,99.0
204,contig_111,JANSVD010000003.1,84.722,72,7,3,271172,271239,1427431,1427502,5.61e-09,69.4
205,contig_111,JANSVD010000003.1,97.297,37,0,1,271352,271388,7862,7827,9.39e-07,62.1
206,contig_111,JANSVD010000010.1,91.430,1727,103,23,271486,273199,14837,13143,0.0,2327
207,contig_111,JANSVD010000010.1,93.272,758,25,12,273320,274068,10698,9958,0.0,1094
208,contig_111,JANSVD010000010.1,87.129,505,61,4,274144,274647,4885,4384,1.26e-159,569
209,contig_111,JANSVD010000010.1,87.885,487,53,5,274144,274628,3355,2873,4.54e-159,568
210,contig_111,JANSVD010000010.1,85.849,530,70,5,274118,274646,4060,3535,2.73e-156,558
211,contig_111,JANSVD010000010.1,86.733,505,61,5,274144,274646,4545,4045,9.82e-156,556
212,contig_111,JANSVD010000010.1,86.561,506,63,5,274144,274647,5226,4724,1.27e-154,553
213,contig_111,JANSVD010000010.1,85.499,531,73,4,274118,274647,5081,4554,4.57e-154,551
214,contig_111,JANSVD010000010.1,85.444,529,74,3,274118,274646,3550,3025,5.91e-153,547
215,contig_111,JANSVD010000010.1,85.444,529,74,3,274118,274646,4740,4215,5.91e-153,547
216,contig_111,JANSVD010000010.1,85.338,532,71,6,274118,274647,3890,3364,7.65e-152,544
217,contig_111,JANSVD010000010.1,85.122,531,74,5,274118,274647,3720,3194,3.56e-150,538
218,contig_111,JANSVD010000010.1,85.150,532,72,6,274118,274647,4230,3704,3.56e-150,538
219,contig_111,JANSVD010000010.1,85.122,531,74,4,274119,274647,5421,4894,3.56e-150,538
220,contig_111,JANSVD010000010.1,85.742,512,67,5,274137,274646,4382,3875,1.28e-149,536
221,contig_111,JANSVD010000010.1,84.644,547,73,9,274118,274662,3210,2673,4.60e-149,534
222,contig_111,JANSVD010000010.1,80.387,724,78,37,270757,271460,29816,29137,2.81e-136,492
223,contig_111,JANSVD010000010.1,84.024,507,43,18,273613,274101,1009115,1009601,1.33e-124,453
224,contig_111,JANSVD010000010.1,85.561,374,51,3,274118,274491,3040,2670,3.79e-105,388
225,contig_111,JANSVD010000010.1,91.011,267,24,0,274467,274733,9588,9322,8.27e-97,361
226,contig_111,JANSVD010000010.1,85.014,347,51,1,274300,274646,5411,5066,4.97e-94,351
227,contig_111,JANSVD010000010.1,89.700,233,21,3,270984,271213,1006343,1006111,8.50e-77,294
228,contig_111,JANSVD010000010.1,79.730,444,36,28,271213,271650,1006347,1006742,3.98e-70,272
229,contig_111,JANSVD010000010.1,90.594,202,16,2,274119,274317,9594,9393,6.67e-68,265
230,contig_111,JANSVD010000010.1,97.857,140,2,1,273183,273322,13126,12988,1.12e-60,241
231,contig_111,JANSVD010000010.1,86.802,197,22,4,274125,274320,2863,2670,1.89e-53,217
232,contig_111,JANSVD010000010.1,80.455,220,38,5,274273,274488,9611,9393,2.50e-37,163
233,contig_111,JANSVD010000010.1,83.146,178,28,2,274471,274647,5411,5235,9.00e-37,161
234,contig_111,JANSVD010000010.1,77.258,299,40,17,271103,271388,1007374,1007657,1.95e-33,150
235,contig_111,JANSVD010000010.1,90.090,111,4,5,279026,279129,1011061,1011171,1.52e-29,137
236,contig_111,JANSVD010000010.1,89.189,111,5,6,279026,279129,6484,6374,7.05e-28,132
237,contig_111,JANSVD010000010.1,93.243,74,1,2,274704,274776,9142,9072,4.28e-20,106
238,contig_111,JANSVD010000010.1,80.000,110,12,7,271289,271388,30093,29984,4.34e-10,73.1
239,contig_111,JANSVD010000001.1,90.837,1386,111,13,276232,277609,1020427,1019050,0.0,1842
240,contig_111,JANSVD010000001.1,89.364,818,83,3,276817,277632,1020013,1019198,0.0,1026
241,contig_111,JANSVD010000001.1,89.237,799,82,3,276642,277438,1019846,1019050,0.0,996
242,contig_111,JANSVD010000001.1,89.628,646,65,2,276988,277632,1020013,1019369,0.0,821
243,contig_111,JANSVD010000001.1,89.331,628,63,3,276642,277267,1019675,1019050,0.0,785
244,contig_111,JANSVD010000001.1,86.275,612,76,7,274118,274727,1021653,1022258,0.0,658
245,contig_111,JANSVD010000001.1,93.735,415,24,2,215849,216262,1168946,1168533,3.43e-175,621
246,contig_111,JANSVD010000001.1,89.895,475,46,2,277159,277632,1020013,1019540,7.43e-172,610
247,contig_111,JANSVD010000001.1,86.476,525,65,5,274124,274647,2284384,2284903,3.51e-160,571
248,contig_111,JANSVD010000001.1,85.321,545,71,7,274118,274661,2286248,2286784,3.53e-155,555
249,contig_111,JANSVD010000001.1,88.571,455,52,0,276642,277096,1019504,1019050,1.27e-154,553
250,contig_111,JANSVD010000001.1,86.561,506,62,5,274124,274628,2284894,2285394,1.27e-154,553
251,contig_111,JANSVD010000001.1,86.301,511,65,4,274119,274628,1021144,1021650,4.57e-154,551
252,contig_111,JANSVD010000001.1,86.561,506,61,6,274125,274628,1021320,1021820,4.57e-154,551
253,contig_111,JANSVD010000001.1,86.275,510,67,3,274119,274628,2284208,2284714,4.57e-154,551
254,contig_111,JANSVD010000001.1,86.680,503,59,7,274129,274628,2285918,2286415,4.57e-154,551
255,contig_111,JANSVD010000001.1,86.627,501,62,4,274129,274628,2285238,2285734,1.64e-153,549
256,contig_111,JANSVD010000001.1,86.166,506,64,5,274124,274628,2284724,2285224,2.75e-151,542
257,contig_111,JANSVD010000001.1,86.193,507,62,7,274124,274628,2285404,2285904,2.75e-151,542
258,contig_111,JANSVD010000001.1,85.965,513,65,6,274118,274628,2286078,2286585,2.75e-151,542
259,contig_111,JANSVD010000001.1,86.255,502,62,5,274129,274628,2285068,2285564,3.56e-150,538
260,contig_111,JANSVD010000001.1,85.545,505,69,4,274124,274628,2284554,2285054,2.77e-146,525
261,contig_111,JANSVD010000001.1,85.602,507,66,6,274124,274628,2285574,2286075,2.77e-146,525
262,contig_111,JANSVD010000001.1,85.185,513,69,6,274118,274628,1021483,1021990,1.29e-144,520
263,contig_111,JANSVD010000001.1,85.404,507,67,6,274124,274628,2285744,2286245,1.29e-144,520
264,contig_111,JANSVD010000001.1,83.659,563,48,24,270839,271391,4692,4164,1.01e-135,490
265,contig_111,JANSVD010000001.1,88.221,416,41,8,215851,216262,1608194,1607783,1.01e-135,490
266,contig_111,JANSVD010000001.1,88.193,415,41,8,215852,216262,1526095,1525685,3.63e-135,488
267,contig_111,JANSVD010000001.1,84.487,419,50,13,215851,216262,1038302,1038712,1.75e-108,399
268,contig_111,JANSVD010000001.1,89.836,305,27,3,277330,277632,1020013,1019711,3.79e-105,388
269,contig_111,JANSVD010000001.1,86.226,363,44,6,274129,274488,1021834,1022193,3.79e-105,388
270,contig_111,JANSVD010000001.1,81.746,504,52,19,273621,274101,2692,2206,4.90e-104,385
271,contig_111,JANSVD010000001.1,92.776,263,19,0,216001,216263,1114963,1115225,6.34e-103,381
272,contig_111,JANSVD010000001.1,83.294,419,59,11,215849,216262,1564139,1564551,2.95e-101,375
273,contig_111,JANSVD010000001.1,88.254,315,34,2,274315,274628,1021168,1021480,1.06e-100,374
274,contig_111,JANSVD010000001.1,91.727,278,8,3,279151,279414,1017384,1017108,3.82e-100,372
275,contig_111,JANSVD010000001.1,86.866,335,39,4,274315,274647,2284232,2284563,1.37e-99,370
276,contig_111,JANSVD010000001.1,84.553,369,51,5,274124,274491,2286425,2286788,8.27e-97,361
277,contig_111,JANSVD010000001.1,89.085,284,31,0,276642,276925,1019333,1019050,1.38e-94,353
278,contig_111,JANSVD010000001.1,87.097,310,34,6,215933,216239,1323759,1323453,2.31e-92,346
279,contig_111,JANSVD010000001.1,96.053,152,6,0,215852,216003,1104900,1105051,6.71e-63,248
